{'question_idx': 3, 'pred_final_answer': '9', 'true_final_answer': '25'}
{'question_idx': 1236, 'pred_final_answer': '20', 'true_final_answer': '24'}
{'question_idx': 1238, 'pred_final_answer': '22', 'true_final_answer': '17'}
{'question_idx': 1241, 'pred_final_answer': '17', 'true_final_answer': '60'}
{'question_idx': 1242, 'pred_final_answer': '26', 'true_final_answer': '14'}
{'question_idx': 1248, 'pred_final_answer': '4', 'true_final_answer': '60'}
{'question_idx': 1251, 'pred_final_answer': '125', 'true_final_answer': '45'}
{'question_idx': 1253, 'pred_final_answer': '5', 'true_final_answer': '11'}
{'question_idx': 1254, 'pred_final_answer': '224', 'true_final_answer': '112'}
{'question_idx': 1261, 'pred_final_answer': '60', 'true_final_answer': '240'}
{'question_idx': 1265, 'pred_final_answer': '240', 'true_final_answer': '160'}
{'question_idx': 1266, 'pred_final_answer': '4', 'true_final_answer': '34'}
{'question_idx': 1270, 'pred_final_answer': '20', 'true_final_answer': '10'}
{'question_idx': 1271, 'pred_final_answer': '10', 'true_final_answer': '803'}
{'question_idx': 1276, 'pred_final_answer': '4', 'true_final_answer': '3'}
{'question_idx': 1282, 'pred_final_answer': '30000', 'true_final_answer': '45000'}
{'question_idx': 1285, 'pred_final_answer': '30', 'true_final_answer': '150'}
{'question_idx': 1286, 'pred_final_answer': '4', 'true_final_answer': '72000'}
{'question_idx': 1289, 'pred_final_answer': '48', 'true_final_answer': '59'}
{'question_idx': 1290, 'pred_final_answer': '215', 'true_final_answer': '25'}
{'question_idx': 1291, 'pred_final_answer': '4', 'true_final_answer': '7'}
{'question_idx': 1295, 'pred_final_answer': '75000', 'true_final_answer': '25000'}
{'question_idx': 1297, 'pred_final_answer': '70', 'true_final_answer': '145'}
{'question_idx': 1303, 'pred_final_answer': '6', 'true_final_answer': '35'}
{'question_idx': 1307, 'pred_final_answer': '33', 'true_final_answer': '25'}
{'question_idx': 1310, 'pred_final_answer': '0', 'true_final_answer': '4400'}
